OrderNumber,Channel,Procured Date,OrderDate,Ship Date,Delivery Date,Warehouse Index,Customer Index,Region Index,Product Index,Order Quantity,Unit Price,Unit Cost
SO - 0002740,Distributor,2/4/2019,4/7/2019,4/16/2019,4/21/2019,5,11,17,2,11,3999.9,1879.953
SO - 0002741,Wholesale,2/4/2019,4/7/2019,4/25/2019,5/2/2019,4,48,61,7,9,1775.5,1473.665
SO - 0002742,Wholesale,2/4/2019,4/7/2019,4/17/2019,4/21/2019,1,48,54,11,9,1018.4,784.168
SO - 0002743,Wholesale,10/27/2018,4/7/2019,4/25/2019,5/3/2019,2,4,20,8,12,3879.3,3142.233
SO - 0002744,Wholesale,10/27/2018,4/8/2019,4/23/2019,4/26/2019,2,15,3,11,12,2753.7,1349.313
SO - 0002745,Distributor,2/4/2019,4/8/2019,4/19/2019,4/24/2019,3,1,32,4,12,1098.8,780.148
SO - 0002746,Distributor,2/4/2019,4/8/2019,4/26/2019,5/1/2019,3,9,4,7,10,167.5,82.075
SO - 0002747,Export,10/27/2018,4/8/2019,5/1/2019,5/9/2019,3,21,41,3,12,1045.2,438.984
SO - 0002748,Wholesale,10/27/2018,4/8/2019,4/29/2019,5/4/2019,5,19,4,2,6,174.2,146.328
SO - 0002749,Distributor,10/27/2018,4/8/2019,4/25/2019,5/3/2019,4,37,19,13,10,1098.8,879.04
SO - 0002750,Wholesale,10/27/2018,4/8/2019,5/5/2019,5/13/2019,1,18,25,1,10,2231.1,1316.349
SO - 0002751,Wholesale,10/27/2018,4/8/2019,4/24/2019,4/29/2019,4,1,3,5,7,944.7,547.926
SO - 0002752,Wholesale,2/4/2019,4/8/2019,4/26/2019,5/2/2019,2,22,16,1,8,1025.1,481.797
SO - 0002753,Wholesale,10/27/2018,4/9/2019,4/20/2019,4/27/2019,5,13,38,14,6,3939.6,2836.512
SO - 0002754,Wholesale,2/4/2019,4/9/2019,5/3/2019,5/13/2019,2,49,84,13,11,6371.7,5033.643
SO - 0002755,Distributor,10/27/2018,4/9/2019,5/1/2019,5/10/2019,2,48,18,3,10,904.5,606.015
SO - 0002756,Wholesale,2/4/2019,4/9/2019,4/22/2019,4/29/2019,5,28,5,7,5,6358.3,3942.146
SO - 0002757,Wholesale,10/27/2018,4/9/2019,4/25/2019,4/28/2019,2,21,14,1,11,167.5,103.85
SO - 0002758,Wholesale,2/4/2019,4/9/2019,4/19/2019,4/20/2019,2,14,7,7,8,904.5,642.195
SO - 0002759,Export,2/4/2019,4/9/2019,4/22/2019,4/26/2019,4,3,17,7,12,3939.6,3072.888
SO - 0002760,Wholesale,10/27/2018,4/9/2019,5/1/2019,5/11/2019,3,26,82,11,10,3738.6,2766.564
SO - 0002761,Export,10/27/2018,4/10/2019,4/24/2019,5/4/2019,2,45,84,2,5,971.5,806.345
SO - 0002762,Wholesale,2/4/2019,4/10/2019,4/24/2019,4/27/2019,2,50,83,7,12,1098.8,813.112
SO - 0002763,Distributor,2/4/2019,4/10/2019,4/24/2019,4/30/2019,6,33,26,2,10,247.9,156.177
SO - 0002764,Distributor,2/4/2019,4/10/2019,5/5/2019,5/11/2019,2,36,18,11,11,2418.7,1451.22
SO - 0002765,Distributor,2/4/2019,4/10/2019,5/6/2019,5/9/2019,2,27,41,5,7,167.5,139.025
SO - 0002766,Export,2/4/2019,4/10/2019,4/17/2019,4/25/2019,4,21,43,13,7,2284.7,1485.055
SO - 0002767,Export,2/4/2019,4/10/2019,4/23/2019,4/25/2019,2,22,22,13,8,1909.5,1489.41
SO - 0002768,Wholesale,2/4/2019,4/10/2019,5/2/2019,5/9/2019,2,18,12,9,11,5494,3296.4
SO - 0002769,Distributor,10/27/2018,4/10/2019,5/5/2019,5/9/2019,3,47,23,3,10,3886,2137.3
SO - 0002770,Wholesale,10/27/2018,4/10/2019,4/17/2019,4/21/2019,5,32,28,2,7,234.5,166.495
SO - 0002771,Wholesale,10/27/2018,4/11/2019,5/7/2019,5/8/2019,2,38,11,4,7,5205.9,4372.956
SO - 0002772,Wholesale,10/27/2018,4/11/2019,5/8/2019,5/12/2019,5,35,16,11,6,1735.3,1336.181
SO - 0002773,Wholesale,10/27/2018,4/11/2019,4/13/2019,4/18/2019,2,12,72,2,5,1025.1,430.542
SO - 0002774,Wholesale,2/4/2019,4/11/2019,4/17/2019,4/21/2019,6,2,75,2,6,3886,1981.86
SO - 0002775,Wholesale,10/27/2018,4/11/2019,5/1/2019,5/3/2019,2,1,17,4,12,984.9,502.299
SO - 0002776,Wholesale,2/4/2019,4/12/2019,4/19/2019,4/22/2019,3,43,61,2,8,1065.3,511.344
SO - 0002777,Distributor,2/4/2019,4/12/2019,5/6/2019,5/12/2019,3,10,80,9,11,5078.6,3402.662
SO - 0002778,Distributor,10/27/2018,4/12/2019,4/27/2019,4/30/2019,5,3,30,12,5,207.7,168.237
SO - 0002779,Wholesale,10/27/2018,4/12/2019,4/23/2019,4/30/2019,2,20,9,11,5,2264.6,1585.22
SO - 0002780,Distributor,2/4/2019,4/12/2019,4/20/2019,4/25/2019,4,30,22,7,7,1909.5,840.18
SO - 0002781,Distributor,10/27/2018,4/12/2019,5/10/2019,5/18/2019,2,30,10,11,5,1125.6,765.408
SO - 0002782,Wholesale,2/4/2019,4/12/2019,4/17/2019,4/21/2019,2,14,48,10,10,5688.3,4209.342
SO - 0002783,Distributor,10/27/2018,4/13/2019,5/2/2019,5/6/2019,2,41,35,1,5,167.5,117.25
SO - 0002784,Distributor,2/4/2019,4/13/2019,4/23/2019,4/24/2019,6,25,23,5,5,2224.4,1668.3
SO - 0002785,Distributor,10/27/2018,4/13/2019,4/16/2019,4/21/2019,4,37,3,14,10,891.1,686.147
SO - 0002786,Distributor,10/27/2018,4/13/2019,4/23/2019,4/24/2019,3,29,62,1,5,3685,2726.9
SO - 0002787,Distributor,2/4/2019,4/13/2019,4/23/2019,5/2/2019,2,4,39,13,12,1005,472.35
SO - 0002788,Distributor,10/27/2018,4/13/2019,4/24/2019,5/3/2019,2,19,13,2,7,1956.4,782.56
SO - 0002789,Wholesale,2/4/2019,4/13/2019,4/17/2019,4/25/2019,6,14,3,4,11,3839.1,1650.813
SO - 0002790,Distributor,2/4/2019,4/13/2019,5/5/2019,5/14/2019,6,38,2,2,9,1788.9,948.117
SO - 0002791,Distributor,2/4/2019,4/13/2019,4/17/2019,4/22/2019,5,23,28,2,10,1092.1,851.838
SO - 0002792,Distributor,2/4/2019,4/14/2019,5/12/2019,5/20/2019,5,43,14,11,8,1681.7,992.203
SO - 0002793,Wholesale,10/27/2018,4/14/2019,5/3/2019,5/7/2019,4,17,19,2,7,1051.9,841.52
SO - 0002794,Distributor,2/4/2019,4/14/2019,4/17/2019,4/23/2019,2,11,23,1,9,247.9,99.16
SO - 0002795,Wholesale,2/4/2019,4/14/2019,5/10/2019,5/11/2019,4,11,8,5,12,3872.6,2517.19
SO - 0002796,Wholesale,10/27/2018,4/14/2019,4/26/2019,4/29/2019,6,16,12,6,7,2559.4,2047.52
SO - 0002797,Distributor,10/27/2018,4/14/2019,5/4/2019,5/5/2019,2,44,54,8,11,1782.2,1461.404
SO - 0002798,Export,10/27/2018,4/14/2019,4/25/2019,4/27/2019,2,2,16,7,9,5440.4,4352.32
SO - 0002799,Export,10/27/2018,4/14/2019,4/23/2019,4/29/2019,3,37,67,13,8,1286.4,643.2
SO - 0002800,Wholesale,10/27/2018,4/14/2019,5/8/2019,5/18/2019,2,2,8,1,6,1098.8,549.4
SO - 0002801,Distributor,10/27/2018,4/15/2019,4/25/2019,5/1/2019,4,7,35,2,6,1031.8,412.72
SO - 0002802,Distributor,10/27/2018,4/15/2019,4/29/2019,5/4/2019,2,11,71,1,7,2559.4,1612.422
SO - 0002803,Wholesale,2/4/2019,4/15/2019,5/6/2019,5/14/2019,2,30,75,1,7,1862.6,1434.202
SO - 0002804,Wholesale,2/4/2019,4/15/2019,5/13/2019,5/14/2019,5,28,3,11,7,1085.4,520.992
SO - 0002805,Wholesale,2/4/2019,4/15/2019,4/22/2019,5/1/2019,5,29,10,1,9,1802.3,901.15
SO - 0002806,Distributor,2/4/2019,4/15/2019,5/6/2019,5/12/2019,2,9,81,13,9,1882.7,1430.852
SO - 0002807,Wholesale,10/27/2018,4/15/2019,5/11/2019,5/16/2019,2,4,7,4,6,1916.2,1226.368
SO - 0002808,Wholesale,2/4/2019,4/15/2019,5/12/2019,5/17/2019,2,15,70,10,9,991.6,694.12
SO - 0002809,Wholesale,10/27/2018,4/15/2019,5/5/2019,5/7/2019,4,48,1,13,6,1809,922.59
SO - 0002810,Export,2/4/2019,4/16/2019,5/8/2019,5/10/2019,2,26,28,8,5,891.1,614.859
SO - 0002811,Distributor,2/4/2019,4/16/2019,4/29/2019,5/4/2019,3,45,11,13,10,254.6,150.214
SO - 0002812,Wholesale,2/4/2019,4/16/2019,4/21/2019,4/29/2019,5,26,36,13,6,3149,1322.58
SO - 0002813,Wholesale,10/27/2018,4/16/2019,5/2/2019,5/7/2019,1,29,2,7,12,3946.3,1775.835
SO - 0002814,Wholesale,2/4/2019,4/16/2019,5/1/2019,5/3/2019,3,5,4,7,7,1701.8,748.792
SO - 0002815,Wholesale,10/27/2018,4/16/2019,5/7/2019,5/13/2019,2,4,5,11,7,1011.7,445.148
SO - 0002816,Distributor,10/27/2018,4/16/2019,5/9/2019,5/15/2019,2,20,86,10,8,871,383.24
SO - 0002817,Export,10/27/2018,4/17/2019,4/24/2019,4/28/2019,2,47,20,1,5,1105.5,442.2
SO - 0002818,Wholesale,2/4/2019,4/17/2019,4/21/2019,4/25/2019,2,13,20,5,11,6405.2,4611.744
SO - 0002819,Wholesale,10/27/2018,4/17/2019,5/8/2019,5/10/2019,5,11,78,2,8,2398.6,1798.95
SO - 0002820,Export,2/4/2019,4/17/2019,4/27/2019,5/7/2019,1,24,56,11,11,1112.2,811.906
SO - 0002821,Wholesale,2/4/2019,4/17/2019,5/13/2019,5/18/2019,3,26,63,7,6,1936.3,1103.691
SO - 0002822,Wholesale,2/4/2019,4/17/2019,4/26/2019,5/4/2019,1,15,12,2,9,1051.9,452.317
SO - 0002823,Wholesale,2/4/2019,4/17/2019,5/6/2019,5/15/2019,6,46,79,13,9,1051.9,662.697
SO - 0002824,Wholesale,2/4/2019,4/17/2019,4/21/2019,5/1/2019,4,11,16,3,8,1092.1,589.734
SO - 0002825,Wholesale,2/4/2019,4/17/2019,5/3/2019,5/4/2019,4,47,68,10,5,3175.8,1905.48
SO - 0002826,Wholesale,10/27/2018,4/18/2019,4/30/2019,5/1/2019,3,14,46,5,6,2659.9,1808.732
SO - 0002827,Distributor,2/4/2019,4/18/2019,4/28/2019,5/4/2019,6,25,17,7,10,1038.5,768.49
SO - 0002828,Wholesale,2/4/2019,4/18/2019,5/9/2019,5/17/2019,4,1,20,7,9,1956.4,860.816
SO - 0002829,Distributor,10/27/2018,4/18/2019,5/13/2019,5/20/2019,2,7,60,7,5,1125.6,844.2
SO - 0002830,Distributor,10/27/2018,4/18/2019,5/3/2019,5/7/2019,1,5,44,7,5,1762.1,1339.196
SO - 0002831,Wholesale,2/4/2019,4/18/2019,4/27/2019,4/28/2019,1,47,5,7,7,777.2,334.196
SO - 0002832,Distributor,10/27/2018,4/18/2019,4/20/2019,4/29/2019,2,11,2,5,9,1762.1,1462.543
SO - 0002833,Export,10/27/2018,4/18/2019,5/6/2019,5/11/2019,3,7,36,7,11,1112.2,511.612
SO - 0002834,Distributor,2/4/2019,4/19/2019,5/16/2019,5/23/2019,2,32,6,1,10,2512.5,1306.5
SO - 0002835,Distributor,2/4/2019,4/19/2019,4/29/2019,5/2/2019,3,6,62,7,7,897.8,430.944
SO - 0002836,Distributor,2/4/2019,4/19/2019,5/5/2019,5/8/2019,1,30,63,1,6,6472.2,3236.1
SO - 0002837,Wholesale,2/4/2019,4/19/2019,4/27/2019,5/4/2019,4,33,30,7,5,1038.5,747.72
SO - 0002838,Distributor,2/4/2019,4/19/2019,5/8/2019,5/16/2019,2,19,8,11,11,5949.6,4045.728
SO - 0002839,Wholesale,2/4/2019,4/19/2019,4/26/2019,5/6/2019,2,9,22,2,6,931.3,474.963
SO - 0002840,Wholesale,2/4/2019,4/19/2019,5/9/2019,5/15/2019,3,46,1,5,9,2438.8,1024.296
SO - 0002841,Export,10/27/2018,4/19/2019,5/13/2019,5/19/2019,2,21,80,2,12,710.2,419.018
SO - 0002842,Export,2/4/2019,4/20/2019,5/15/2019,5/24/2019,3,4,1,11,6,1018.4,427.728
SO - 0002843,Export,2/4/2019,4/20/2019,5/16/2019,5/20/2019,2,16,33,14,10,3839.1,2111.505
SO - 0002844,Distributor,2/4/2019,4/20/2019,4/23/2019,5/1/2019,6,47,81,7,5,1098.8,824.1
SO - 0002845,Wholesale,2/4/2019,4/20/2019,4/24/2019,5/4/2019,6,15,3,14,11,1051.9,725.811
SO - 0002846,Wholesale,2/4/2019,4/20/2019,4/22/2019,5/1/2019,2,45,2,5,9,3865.9,2628.812
SO - 0002847,Distributor,2/4/2019,4/20/2019,4/25/2019,4/30/2019,3,36,45,2,9,1118.9,559.45
SO - 0002848,Wholesale,10/27/2018,4/20/2019,5/3/2019,5/13/2019,4,22,3,11,5,5078.6,3351.876
SO - 0002849,Wholesale,10/27/2018,4/20/2019,5/12/2019,5/18/2019,3,50,5,11,5,2646.5,1085.065
SO - 0002850,Wholesale,2/4/2019,4/20/2019,5/12/2019,5/14/2019,4,28,85,1,12,3899.4,2261.652
SO - 0002851,Export,2/4/2019,4/20/2019,5/1/2019,5/8/2019,4,37,75,7,7,2485.7,1466.563
SO - 0002852,Distributor,2/4/2019,4/20/2019,5/12/2019,5/16/2019,6,32,14,11,8,2398.6,1535.104
SO - 0002853,Wholesale,2/4/2019,4/21/2019,4/27/2019,5/5/2019,1,42,81,5,8,2653.2,1830.708
SO - 0002854,Wholesale,2/4/2019,4/21/2019,5/4/2019,5/14/2019,2,46,8,1,7,2264.6,1109.654
SO - 0002855,Export,2/4/2019,4/21/2019,5/11/2019,5/16/2019,1,18,4,6,11,5165.7,2996.106
SO - 0002856,Wholesale,2/4/2019,4/21/2019,5/15/2019,5/19/2019,6,46,12,5,5,1145.7,882.189
SO - 0002857,Wholesale,10/27/2018,4/21/2019,4/24/2019,5/1/2019,4,41,13,7,5,5433.7,3205.883
SO - 0002858,Wholesale,2/4/2019,4/22/2019,5/18/2019,5/26/2019,2,37,22,12,8,201,104.52
SO - 0002859,Distributor,2/4/2019,4/22/2019,5/13/2019,5/22/2019,5,45,40,2,11,1688.4,776.664
SO - 0002860,Wholesale,2/4/2019,4/22/2019,5/2/2019,5/9/2019,2,31,32,7,9,1005,402
SO - 0002861,Wholesale,10/27/2018,4/22/2019,5/6/2019,5/14/2019,3,1,79,5,6,1695.1,1288.276
SO - 0002862,Distributor,2/4/2019,4/22/2019,4/26/2019,5/2/2019,2,32,64,11,11,1058.6,645.746
SO - 0002863,Distributor,2/4/2019,4/22/2019,5/20/2019,5/24/2019,1,50,2,13,7,6097,4877.6
SO - 0002864,Wholesale,2/4/2019,4/22/2019,5/13/2019,5/16/2019,4,9,75,13,7,1782.2,712.88
SO - 0002865,Export,2/4/2019,4/22/2019,5/13/2019,5/18/2019,4,4,6,10,10,2324.9,1441.438
SO - 0002866,Wholesale,2/4/2019,4/23/2019,5/20/2019,5/29/2019,2,23,31,14,6,3939.6,2600.136
SO - 0002867,Wholesale,2/4/2019,4/23/2019,5/3/2019,5/13/2019,5,37,67,11,5,187.6,84.42
SO - 0002868,Wholesale,2/4/2019,4/23/2019,5/1/2019,5/4/2019,2,30,14,13,10,2351.7,1787.292
SO - 0002869,Export,2/4/2019,4/23/2019,4/26/2019,5/4/2019,6,6,19,3,12,268,206.36
SO - 0002870,Wholesale,2/4/2019,4/23/2019,4/29/2019,5/2/2019,2,34,62,5,5,3242.8,2529.384
SO - 0002871,Wholesale,2/4/2019,4/23/2019,5/14/2019,5/15/2019,2,9,44,13,8,971.5,806.345
SO - 0002872,Export,2/4/2019,4/24/2019,5/15/2019,5/20/2019,2,1,21,11,12,3691.7,2768.775
SO - 0002873,Wholesale,2/4/2019,4/24/2019,4/29/2019,5/9/2019,5,38,75,4,11,194.3,157.383
SO - 0002874,Export,2/4/2019,4/24/2019,5/17/2019,5/20/2019,6,15,15,11,7,1179.2,919.776
SO - 0002875,Distributor,2/4/2019,4/24/2019,5/15/2019,5/18/2019,5,3,2,9,7,174.2,104.52
SO - 0002876,Export,10/27/2018,4/24/2019,5/2/2019,5/5/2019,2,32,63,13,9,1092.1,491.445
SO - 0002877,Wholesale,2/4/2019,4/24/2019,5/19/2019,5/25/2019,2,23,47,13,10,5406.9,3352.278
SO - 0002878,Distributor,10/27/2018,4/24/2019,5/4/2019,5/7/2019,4,34,4,2,11,1025.1,635.562
SO - 0002879,Export,2/4/2019,4/24/2019,5/9/2019,5/11/2019,4,32,84,11,7,3102.1,2078.407
SO - 0002880,Wholesale,2/4/2019,4/24/2019,4/26/2019,5/1/2019,4,43,53,12,7,2231.1,1472.526
SO - 0002881,Distributor,2/4/2019,4/24/2019,5/20/2019,5/30/2019,5,6,20,13,9,1159.1,811.37
SO - 0002882,Distributor,2/4/2019,4/24/2019,5/13/2019,5/21/2019,6,1,5,13,5,1876,1163.12
SO - 0002883,Wholesale,2/4/2019,4/24/2019,5/9/2019,5/10/2019,4,3,18,1,9,2599.6,1221.812
SO - 0002884,Distributor,2/4/2019,4/24/2019,5/19/2019,5/26/2019,1,33,10,3,6,1092.1,611.576
SO - 0002885,Distributor,2/4/2019,4/24/2019,5/9/2019,5/11/2019,4,43,79,11,10,2492.4,1146.504
SO - 0002886,Export,2/4/2019,4/25/2019,5/17/2019,5/21/2019,1,34,3,3,6,2760.4,2153.112
SO - 0002887,Distributor,2/4/2019,4/25/2019,5/17/2019,5/26/2019,1,34,7,10,6,167.5,68.675
SO - 0002888,Wholesale,10/27/2018,4/25/2019,5/3/2019,5/12/2019,2,11,20,12,11,3832.4,2107.82
SO - 0002889,Distributor,2/4/2019,4/25/2019,5/20/2019,5/27/2019,6,7,4,11,12,1742,1167.14
SO - 0002890,Distributor,2/4/2019,4/25/2019,5/19/2019,5/23/2019,5,4,4,13,11,1031.8,680.988
SO - 0002891,Wholesale,2/4/2019,4/25/2019,5/15/2019,5/24/2019,2,41,4,11,9,6385.1,4724.974
SO - 0002892,Export,2/4/2019,4/25/2019,5/16/2019,5/17/2019,4,43,46,2,7,1072,686.08
SO - 0002893,Wholesale,2/4/2019,4/25/2019,5/18/2019,5/21/2019,2,6,24,13,9,1688.4,861.084
SO - 0002894,Distributor,2/4/2019,4/25/2019,5/10/2019,5/20/2019,5,34,12,13,5,1306.5,548.73
SO - 0002895,Wholesale,2/4/2019,4/25/2019,5/18/2019,5/26/2019,2,38,39,2,6,241.2,115.776
SO - 0002896,Wholesale,2/4/2019,4/25/2019,5/9/2019,5/14/2019,3,8,26,13,11,2264.6,1743.742
SO - 0002897,Distributor,10/27/2018,4/25/2019,5/23/2019,5/26/2019,1,7,22,13,7,180.9,142.911
SO - 0002898,Wholesale,2/4/2019,4/25/2019,5/20/2019,5/23/2019,2,9,4,11,8,3765.4,1656.776
SO - 0002899,Wholesale,2/4/2019,4/26/2019,5/17/2019,5/26/2019,5,43,79,14,11,4020,2814
SO - 0002900,Distributor,10/27/2018,4/26/2019,5/1/2019,5/9/2019,2,16,66,11,10,904.5,696.465
SO - 0002901,Wholesale,2/4/2019,4/26/2019,5/19/2019,5/29/2019,3,31,21,9,9,261.3,198.588
SO - 0002902,Wholesale,2/4/2019,4/26/2019,5/11/2019,5/18/2019,1,7,46,2,7,1902.8,1331.96
SO - 0002903,Wholesale,2/4/2019,4/26/2019,5/10/2019,5/13/2019,3,2,65,1,9,2425.4,1115.684
SO - 0002904,Wholesale,2/4/2019,4/26/2019,5/6/2019,5/15/2019,5,42,38,1,6,1105.5,541.695
SO - 0002905,Wholesale,2/4/2019,4/26/2019,4/28/2019,4/30/2019,2,6,51,5,9,2753.7,1679.757
SO - 0002906,Wholesale,10/27/2018,4/26/2019,4/28/2019,5/5/2019,5,34,14,13,5,174.2,116.714
SO - 0002907,Wholesale,2/4/2019,4/26/2019,5/23/2019,5/27/2019,3,26,77,1,7,3832.4,2912.624
SO - 0002908,Export,2/4/2019,4/26/2019,4/30/2019,5/6/2019,3,20,18,1,10,1072,428.8
SO - 0002909,Wholesale,10/27/2018,4/27/2019,5/24/2019,5/31/2019,3,35,7,5,12,227.8,182.24
SO - 0002910,Distributor,2/4/2019,4/27/2019,5/12/2019,5/18/2019,1,24,18,9,5,1018.4,794.352
SO - 0002911,Wholesale,2/4/2019,4/27/2019,5/24/2019,5/25/2019,4,37,19,2,6,911.2,665.176
SO - 0002912,Wholesale,2/4/2019,4/27/2019,5/1/2019,5/11/2019,1,49,8,2,9,5661.5,3623.36
SO - 0002913,Export,2/4/2019,4/27/2019,5/12/2019,5/18/2019,5,21,21,1,7,857.6,617.472
SO - 0002914,Wholesale,2/4/2019,4/27/2019,5/25/2019,5/31/2019,6,7,2,7,10,3551,2414.68
SO - 0002915,Wholesale,10/27/2018,4/27/2019,5/5/2019,5/13/2019,4,29,28,1,6,917.9,367.16
SO - 0002916,Wholesale,2/4/2019,4/27/2019,5/21/2019,5/24/2019,2,15,83,9,12,3865.9,1662.337
SO - 0002917,Wholesale,10/27/2018,4/27/2019,5/9/2019,5/14/2019,3,12,77,11,7,5038.4,2418.432
SO - 0002918,Wholesale,2/4/2019,4/27/2019,5/1/2019,5/5/2019,1,29,80,2,7,3859.2,1736.64
SO - 0002919,Export,2/4/2019,4/27/2019,4/29/2019,4/30/2019,4,39,80,1,6,971.5,806.345
SO - 0002920,Distributor,2/4/2019,4/27/2019,5/14/2019,5/17/2019,1,20,48,5,5,1058.6,550.472
SO - 0002921,Wholesale,10/27/2018,4/27/2019,5/18/2019,5/22/2019,6,4,19,8,10,5875.9,4289.407
SO - 0002922,Wholesale,2/4/2019,4/27/2019,5/23/2019,5/25/2019,4,44,11,1,6,247.9,123.95
SO - 0002923,Distributor,2/4/2019,4/27/2019,5/18/2019,5/22/2019,3,35,68,6,11,5520.8,3698.936
SO - 0002924,Wholesale,2/4/2019,4/28/2019,5/14/2019,5/23/2019,2,29,52,7,9,5855.8,3806.27
SO - 0002925,Distributor,2/4/2019,4/28/2019,5/17/2019,5/24/2019,4,7,24,5,9,5172.4,3103.44
SO - 0002926,Distributor,2/4/2019,4/28/2019,5/13/2019,5/23/2019,1,13,9,13,12,1708.5,1247.205
SO - 0002927,Wholesale,2/4/2019,4/28/2019,5/1/2019,5/8/2019,2,9,23,1,8,1869.3,1196.352
SO - 0002928,Distributor,10/27/2018,4/28/2019,5/7/2019,5/11/2019,1,24,45,1,9,254.6,190.95
SO - 0002929,Distributor,10/27/2018,4/28/2019,5/19/2019,5/23/2019,1,23,48,6,8,3986.5,1594.6
SO - 0002930,Distributor,2/4/2019,4/28/2019,5/15/2019,5/22/2019,3,18,27,7,6,2512.5,1582.875
SO - 0002931,Wholesale,2/4/2019,4/28/2019,5/10/2019,5/17/2019,4,45,84,9,8,234.5,182.91
SO - 0002932,Wholesale,2/4/2019,4/28/2019,5/18/2019,5/24/2019,4,29,60,1,5,1112.2,544.978
SO - 0002933,Distributor,2/4/2019,4/28/2019,5/11/2019,5/14/2019,4,40,10,1,6,180.9,151.956
SO - 0002934,Wholesale,2/4/2019,4/28/2019,5/6/2019,5/15/2019,1,38,31,2,5,1762.1,863.429
SO - 0002935,Wholesale,2/4/2019,4/29/2019,5/13/2019,5/18/2019,3,32,7,7,5,3926.2,2237.934
SO - 0002936,Distributor,10/27/2018,4/29/2019,5/6/2019,5/9/2019,1,35,22,1,9,5447.1,4030.854
SO - 0002937,Wholesale,2/4/2019,4/29/2019,5/17/2019,5/25/2019,1,33,7,5,12,850.9,680.72
SO - 0002938,Wholesale,2/4/2019,4/29/2019,5/20/2019,5/24/2019,6,38,24,7,12,2572.8,1080.576
SO - 0002939,Export,2/4/2019,4/29/2019,5/25/2019,6/4/2019,4,7,50,13,5,1045.2,606.216
SO - 0002940,Distributor,2/4/2019,4/29/2019,5/26/2019,6/3/2019,4,50,9,11,7,2465.6,1405.392
SO - 0002941,Wholesale,2/4/2019,4/30/2019,5/24/2019,5/31/2019,3,33,4,2,11,1065.3,500.691
SO - 0002942,Distributor,2/4/2019,4/30/2019,5/23/2019,5/29/2019,3,17,19,11,9,1788.9,1413.231
SO - 0002943,Wholesale,2/4/2019,4/30/2019,5/27/2019,6/3/2019,4,47,13,6,10,5661.5,2660.905
SO - 0002944,Export,2/4/2019,4/30/2019,5/26/2019,6/2/2019,1,4,84,13,6,2968.1,2344.799
SO - 0002945,Distributor,10/27/2018,4/30/2019,5/9/2019,5/14/2019,3,3,70,5,12,2472.3,2027.286
SO - 0002946,Wholesale,2/4/2019,5/1/2019,5/16/2019,5/21/2019,4,24,82,1,10,2211,1348.71
SO - 0002947,Wholesale,2/4/2019,5/1/2019,5/24/2019,5/31/2019,4,36,7,13,8,2432.1,972.84
SO - 0002948,Wholesale,2/4/2019,5/1/2019,5/19/2019,5/20/2019,6,18,51,2,8,3966.4,2657.488
SO - 0002949,Wholesale,2/4/2019,5/1/2019,5/19/2019,5/29/2019,3,32,10,1,8,3906.1,1601.501
SO - 0002950,Wholesale,2/4/2019,5/1/2019,5/13/2019,5/18/2019,2,34,15,11,11,3865.9,1932.95
SO - 0002951,Wholesale,2/4/2019,5/1/2019,5/20/2019,5/28/2019,1,29,32,2,7,1849.2,1294.44
SO - 0002952,Distributor,2/4/2019,5/1/2019,5/13/2019,5/18/2019,4,37,53,7,6,1025.1,430.542
SO - 0002953,Distributor,2/4/2019,5/2/2019,5/9/2019,5/10/2019,4,39,12,7,5,1025.1,697.068
SO - 0002954,Wholesale,2/4/2019,5/2/2019,5/24/2019,5/29/2019,3,32,7,12,5,3899.4,3119.52
SO - 0002955,Distributor,2/4/2019,5/2/2019,5/16/2019,5/23/2019,4,45,22,7,10,1051.9,767.887
SO - 0002956,Export,2/4/2019,5/2/2019,5/21/2019,5/24/2019,1,25,3,3,7,3015,2562.75
SO - 0002957,Distributor,2/4/2019,5/2/2019,5/18/2019,5/20/2019,2,36,29,14,7,1835.8,1248.344
SO - 0002958,Distributor,2/4/2019,5/2/2019,5/26/2019,6/2/2019,2,20,5,7,9,2291.4,1558.152
SO - 0002959,Export,2/4/2019,5/2/2019,5/6/2019,5/13/2019,1,8,9,5,9,3048.5,1798.615
SO - 0002960,Export,2/4/2019,5/2/2019,5/18/2019,5/24/2019,2,21,18,7,5,1232.8,653.384
SO - 0002961,Distributor,2/4/2019,5/2/2019,5/23/2019,5/31/2019,3,11,14,14,5,2418.7,1789.838
SO - 0002962,Wholesale,2/4/2019,5/2/2019,5/30/2019,6/4/2019,5,25,6,11,5,5380.1,3228.06
SO - 0002963,Export,2/4/2019,5/2/2019,5/11/2019,5/16/2019,2,12,70,1,5,3919.5,2743.65
SO - 0002964,Distributor,2/4/2019,5/3/2019,5/26/2019,6/3/2019,4,6,10,9,11,1165.8,920.982
SO - 0002965,Wholesale,2/4/2019,5/3/2019,5/22/2019,5/26/2019,1,17,7,13,6,167.5,110.55
SO - 0002966,Wholesale,2/4/2019,5/3/2019,5/15/2019,5/25/2019,2,29,2,2,5,1078.7,755.09
SO - 0002967,Wholesale,2/4/2019,5/3/2019,5/11/2019,5/15/2019,6,44,8,2,8,6525.8,3197.642
SO - 0002968,Wholesale,2/4/2019,5/3/2019,5/19/2019,5/26/2019,1,42,8,7,9,3912.8,3091.112
SO - 0002969,Distributor,2/4/2019,5/3/2019,5/27/2019,6/1/2019,3,27,24,7,11,2485.7,2063.131
